boloname  pixelname  wafer  pair  pixel  az   el   polang   poleff   sigma_x   sigma_y   beam_theta 
10.5_91t  10.5_91  10.5  t  91  0.634633  -0.116874  -120.000210  1.000000  3.500000  3.500000  0.000000
10.5_91b  10.5_91  10.5  b  91  0.634633  -0.116874  -30.000000  1.000000  3.500000  3.500000  0.000000
9.4_1t  9.4_1  9.4  t  1  -0.216101  -1.356640  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_1b  9.4_1  9.4  b  1  -0.216101  -1.356640  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_2t  9.4_2  9.4  t  2  -0.129660  -1.356640  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_2b  9.4_2  9.4  b  2  -0.129660  -1.356640  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_3t  9.4_3  9.4  t  3  -0.043220  -1.356640  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_3b  9.4_3  9.4  b  3  -0.043220  -1.356640  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_4t  9.4_4  9.4  t  4  0.043220  -1.356640  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_4b  9.4_4  9.4  b  4  0.043220  -1.356640  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_5t  9.4_5  9.4  t  5  0.129660  -1.356640  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_5b  9.4_5  9.4  b  5  0.129660  -1.356640  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_6t  9.4_6  9.4  t  6  0.216101  -1.356640  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_6b  9.4_6  9.4  b  6  0.216101  -1.356640  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_7t  9.4_7  9.4  t  7  -0.259321  -1.281780  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_7b  9.4_7  9.4  b  7  -0.259321  -1.281780  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_8t  9.4_8  9.4  t  8  -0.172880  -1.281780  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_8b  9.4_8  9.4  b  8  -0.172880  -1.281780  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_9t  9.4_9  9.4  t  9  -0.086440  -1.281780  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_9b  9.4_9  9.4  b  9  -0.086440  -1.281780  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_10t  9.4_10  9.4  t  10  -0.000000  -1.281780  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_10b  9.4_10  9.4  b  10  -0.000000  -1.281780  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_11t  9.4_11  9.4  t  11  0.086440  -1.281780  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_11b  9.4_11  9.4  b  11  0.086440  -1.281780  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_12t  9.4_12  9.4  t  12  0.172880  -1.281780  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_12b  9.4_12  9.4  b  12  0.172880  -1.281780  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_13t  9.4_13  9.4  t  13  0.259321  -1.281780  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_13b  9.4_13  9.4  b  13  0.259321  -1.281780  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_14t  9.4_14  9.4  t  14  -0.302541  -1.206921  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_14b  9.4_14  9.4  b  14  -0.302541  -1.206921  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_15t  9.4_15  9.4  t  15  -0.216101  -1.206921  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_15b  9.4_15  9.4  b  15  -0.216101  -1.206921  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_16t  9.4_16  9.4  t  16  -0.129660  -1.206921  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_16b  9.4_16  9.4  b  16  -0.129660  -1.206921  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_17t  9.4_17  9.4  t  17  -0.043220  -1.206921  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_17b  9.4_17  9.4  b  17  -0.043220  -1.206921  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_18t  9.4_18  9.4  t  18  0.043220  -1.206921  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_18b  9.4_18  9.4  b  18  0.043220  -1.206921  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_19t  9.4_19  9.4  t  19  0.129660  -1.206921  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_19b  9.4_19  9.4  b  19  0.129660  -1.206921  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_20t  9.4_20  9.4  t  20  0.216101  -1.206921  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_20b  9.4_20  9.4  b  20  0.216101  -1.206921  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_21t  9.4_21  9.4  t  21  0.302541  -1.206921  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_21b  9.4_21  9.4  b  21  0.302541  -1.206921  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_22t  9.4_22  9.4  t  22  -0.345761  -1.132061  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_22b  9.4_22  9.4  b  22  -0.345761  -1.132061  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_23t  9.4_23  9.4  t  23  -0.259321  -1.132061  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_23b  9.4_23  9.4  b  23  -0.259321  -1.132061  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_24t  9.4_24  9.4  t  24  -0.172880  -1.132061  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_24b  9.4_24  9.4  b  24  -0.172880  -1.132061  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_25t  9.4_25  9.4  t  25  -0.086440  -1.132061  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_25b  9.4_25  9.4  b  25  -0.086440  -1.132061  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_26t  9.4_26  9.4  t  26  -0.000000  -1.132061  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_26b  9.4_26  9.4  b  26  -0.000000  -1.132061  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_27t  9.4_27  9.4  t  27  0.086440  -1.132061  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_27b  9.4_27  9.4  b  27  0.086440  -1.132061  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_28t  9.4_28  9.4  t  28  0.172880  -1.132061  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_28b  9.4_28  9.4  b  28  0.172880  -1.132061  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_29t  9.4_29  9.4  t  29  0.259321  -1.132061  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_29b  9.4_29  9.4  b  29  0.259321  -1.132061  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_30t  9.4_30  9.4  t  30  0.345761  -1.132061  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_30b  9.4_30  9.4  b  30  0.345761  -1.132061  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_31t  9.4_31  9.4  t  31  -0.388981  -1.057202  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_31b  9.4_31  9.4  b  31  -0.388981  -1.057202  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_32t  9.4_32  9.4  t  32  -0.302541  -1.057202  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_32b  9.4_32  9.4  b  32  -0.302541  -1.057202  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_33t  9.4_33  9.4  t  33  -0.216101  -1.057202  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_33b  9.4_33  9.4  b  33  -0.216101  -1.057202  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_34t  9.4_34  9.4  t  34  -0.129660  -1.057202  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_34b  9.4_34  9.4  b  34  -0.129660  -1.057202  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_35t  9.4_35  9.4  t  35  -0.043220  -1.057202  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_35b  9.4_35  9.4  b  35  -0.043220  -1.057202  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_36t  9.4_36  9.4  t  36  0.043220  -1.057202  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_36b  9.4_36  9.4  b  36  0.043220  -1.057202  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_37t  9.4_37  9.4  t  37  0.129660  -1.057202  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_37b  9.4_37  9.4  b  37  0.129660  -1.057202  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_38t  9.4_38  9.4  t  38  0.216101  -1.057202  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_38b  9.4_38  9.4  b  38  0.216101  -1.057202  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_39t  9.4_39  9.4  t  39  0.302541  -1.057202  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_39b  9.4_39  9.4  b  39  0.302541  -1.057202  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_40t  9.4_40  9.4  t  40  0.388981  -1.057202  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_40b  9.4_40  9.4  b  40  0.388981  -1.057202  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_41t  9.4_41  9.4  t  41  -0.432201  -0.982343  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_41b  9.4_41  9.4  b  41  -0.432201  -0.982343  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_42t  9.4_42  9.4  t  42  -0.345761  -0.982343  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_42b  9.4_42  9.4  b  42  -0.345761  -0.982343  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_43t  9.4_43  9.4  t  43  -0.259321  -0.982343  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_43b  9.4_43  9.4  b  43  -0.259321  -0.982343  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_44t  9.4_44  9.4  t  44  -0.172880  -0.982343  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_44b  9.4_44  9.4  b  44  -0.172880  -0.982343  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_45t  9.4_45  9.4  t  45  -0.086440  -0.982343  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_45b  9.4_45  9.4  b  45  -0.086440  -0.982343  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_46t  9.4_46  9.4  t  46  -0.000000  -0.982343  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_46b  9.4_46  9.4  b  46  -0.000000  -0.982343  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_47t  9.4_47  9.4  t  47  0.086440  -0.982343  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_47b  9.4_47  9.4  b  47  0.086440  -0.982343  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_48t  9.4_48  9.4  t  48  0.172880  -0.982343  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_48b  9.4_48  9.4  b  48  0.172880  -0.982343  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_49t  9.4_49  9.4  t  49  0.259321  -0.982343  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_49b  9.4_49  9.4  b  49  0.259321  -0.982343  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_50t  9.4_50  9.4  t  50  0.345761  -0.982343  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_50b  9.4_50  9.4  b  50  0.345761  -0.982343  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_51t  9.4_51  9.4  t  51  0.432201  -0.982343  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_51b  9.4_51  9.4  b  51  0.432201  -0.982343  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_52t  9.4_52  9.4  t  52  -0.388981  -0.907483  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_52b  9.4_52  9.4  b  52  -0.388981  -0.907483  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_53t  9.4_53  9.4  t  53  -0.302541  -0.907483  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_53b  9.4_53  9.4  b  53  -0.302541  -0.907483  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_54t  9.4_54  9.4  t  54  -0.216101  -0.907483  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_54b  9.4_54  9.4  b  54  -0.216101  -0.907483  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_55t  9.4_55  9.4  t  55  -0.129660  -0.907483  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_55b  9.4_55  9.4  b  55  -0.129660  -0.907483  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_56t  9.4_56  9.4  t  56  -0.043220  -0.907483  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_56b  9.4_56  9.4  b  56  -0.043220  -0.907483  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_57t  9.4_57  9.4  t  57  0.043220  -0.907483  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_57b  9.4_57  9.4  b  57  0.043220  -0.907483  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_58t  9.4_58  9.4  t  58  0.129660  -0.907483  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_58b  9.4_58  9.4  b  58  0.129660  -0.907483  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_59t  9.4_59  9.4  t  59  0.216101  -0.907483  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_59b  9.4_59  9.4  b  59  0.216101  -0.907483  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_60t  9.4_60  9.4  t  60  0.302541  -0.907483  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_60b  9.4_60  9.4  b  60  0.302541  -0.907483  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_61t  9.4_61  9.4  t  61  0.388981  -0.907483  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_61b  9.4_61  9.4  b  61  0.388981  -0.907483  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_62t  9.4_62  9.4  t  62  -0.345761  -0.832624  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_62b  9.4_62  9.4  b  62  -0.345761  -0.832624  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_63t  9.4_63  9.4  t  63  -0.259321  -0.832624  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_63b  9.4_63  9.4  b  63  -0.259321  -0.832624  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_64t  9.4_64  9.4  t  64  -0.172880  -0.832624  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_64b  9.4_64  9.4  b  64  -0.172880  -0.832624  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_65t  9.4_65  9.4  t  65  -0.086440  -0.832624  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_65b  9.4_65  9.4  b  65  -0.086440  -0.832624  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_66t  9.4_66  9.4  t  66  -0.000000  -0.832624  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_66b  9.4_66  9.4  b  66  -0.000000  -0.832624  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_67t  9.4_67  9.4  t  67  0.086440  -0.832624  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_67b  9.4_67  9.4  b  67  0.086440  -0.832624  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_68t  9.4_68  9.4  t  68  0.172880  -0.832624  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_68b  9.4_68  9.4  b  68  0.172880  -0.832624  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_69t  9.4_69  9.4  t  69  0.259321  -0.832624  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_69b  9.4_69  9.4  b  69  0.259321  -0.832624  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_70t  9.4_70  9.4  t  70  0.345761  -0.832624  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_70b  9.4_70  9.4  b  70  0.345761  -0.832624  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_71t  9.4_71  9.4  t  71  -0.302541  -0.757764  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_71b  9.4_71  9.4  b  71  -0.302541  -0.757764  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_72t  9.4_72  9.4  t  72  -0.216101  -0.757764  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_72b  9.4_72  9.4  b  72  -0.216101  -0.757764  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_73t  9.4_73  9.4  t  73  -0.129660  -0.757764  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_73b  9.4_73  9.4  b  73  -0.129660  -0.757764  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_74t  9.4_74  9.4  t  74  -0.043220  -0.757764  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_74b  9.4_74  9.4  b  74  -0.043220  -0.757764  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_75t  9.4_75  9.4  t  75  0.043220  -0.757764  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_75b  9.4_75  9.4  b  75  0.043220  -0.757764  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_76t  9.4_76  9.4  t  76  0.129660  -0.757764  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_76b  9.4_76  9.4  b  76  0.129660  -0.757764  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_77t  9.4_77  9.4  t  77  0.216101  -0.757764  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_77b  9.4_77  9.4  b  77  0.216101  -0.757764  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_78t  9.4_78  9.4  t  78  0.302541  -0.757764  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_78b  9.4_78  9.4  b  78  0.302541  -0.757764  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_79t  9.4_79  9.4  t  79  -0.259321  -0.682905  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_79b  9.4_79  9.4  b  79  -0.259321  -0.682905  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_80t  9.4_80  9.4  t  80  -0.172880  -0.682905  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_80b  9.4_80  9.4  b  80  -0.172880  -0.682905  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_81t  9.4_81  9.4  t  81  -0.086440  -0.682905  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_81b  9.4_81  9.4  b  81  -0.086440  -0.682905  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_82t  9.4_82  9.4  t  82  -0.000000  -0.682905  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_82b  9.4_82  9.4  b  82  -0.000000  -0.682905  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_83t  9.4_83  9.4  t  83  0.086440  -0.682905  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_83b  9.4_83  9.4  b  83  0.086440  -0.682905  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_84t  9.4_84  9.4  t  84  0.172880  -0.682905  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_84b  9.4_84  9.4  b  84  0.172880  -0.682905  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_85t  9.4_85  9.4  t  85  0.259321  -0.682905  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_85b  9.4_85  9.4  b  85  0.259321  -0.682905  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_86t  9.4_86  9.4  t  86  -0.216101  -0.608045  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_86b  9.4_86  9.4  b  86  -0.216101  -0.608045  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_87t  9.4_87  9.4  t  87  -0.129660  -0.608045  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_87b  9.4_87  9.4  b  87  -0.129660  -0.608045  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_88t  9.4_88  9.4  t  88  -0.043220  -0.608045  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_88b  9.4_88  9.4  b  88  -0.043220  -0.608045  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_89t  9.4_89  9.4  t  89  0.043220  -0.608045  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_89b  9.4_89  9.4  b  89  0.043220  -0.608045  270.000000  1.000000  3.500000  3.500000  0.000000
9.4_90t  9.4_90  9.4  t  90  0.129660  -0.608045  135.000257  1.000000  3.500000  3.500000  0.000000
9.4_90b  9.4_90  9.4  b  90  0.129660  -0.608045  225.000009  1.000000  3.500000  3.500000  0.000000
9.4_91t  9.4_91  9.4  t  91  0.216101  -0.608045  179.999790  1.000000  3.500000  3.500000  0.000000
9.4_91b  9.4_91  9.4  b  91  0.216101  -0.608045  270.000000  1.000000  3.500000  3.500000  0.000000
10.1_1t  10.1_1  10.1  t  1  -1.282935  -0.491171  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_1b  10.1_1  10.1  b  1  -1.282935  -0.491171  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_2t  10.1_2  10.1  t  2  -1.239715  -0.566031  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_2b  10.1_2  10.1  b  2  -1.239715  -0.566031  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_3t  10.1_3  10.1  t  3  -1.196495  -0.640890  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_3b  10.1_3  10.1  b  3  -1.196495  -0.640890  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_4t  10.1_4  10.1  t  4  -1.153275  -0.715750  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_4b  10.1_4  10.1  b  4  -1.153275  -0.715750  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_5t  10.1_5  10.1  t  5  -1.110054  -0.790609  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_5b  10.1_5  10.1  b  5  -1.110054  -0.790609  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_6t  10.1_6  10.1  t  6  -1.066834  -0.865469  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_6b  10.1_6  10.1  b  6  -1.066834  -0.865469  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_7t  10.1_7  10.1  t  7  -1.239715  -0.416312  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_7b  10.1_7  10.1  b  7  -1.239715  -0.416312  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_8t  10.1_8  10.1  t  8  -1.196495  -0.491171  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_8b  10.1_8  10.1  b  8  -1.196495  -0.491171  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_9t  10.1_9  10.1  t  9  -1.153275  -0.566031  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_9b  10.1_9  10.1  b  9  -1.153275  -0.566031  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_10t  10.1_10  10.1  t  10  -1.110054  -0.640890  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_10b  10.1_10  10.1  b  10  -1.110054  -0.640890  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_11t  10.1_11  10.1  t  11  -1.066834  -0.715750  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_11b  10.1_11  10.1  b  11  -1.066834  -0.715750  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_12t  10.1_12  10.1  t  12  -1.023614  -0.790609  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_12b  10.1_12  10.1  b  12  -1.023614  -0.790609  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_13t  10.1_13  10.1  t  13  -0.980394  -0.865469  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_13b  10.1_13  10.1  b  13  -0.980394  -0.865469  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_14t  10.1_14  10.1  t  14  -1.196495  -0.341452  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_14b  10.1_14  10.1  b  14  -1.196495  -0.341452  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_15t  10.1_15  10.1  t  15  -1.153274  -0.416312  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_15b  10.1_15  10.1  b  15  -1.153274  -0.416312  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_16t  10.1_16  10.1  t  16  -1.110054  -0.491171  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_16b  10.1_16  10.1  b  16  -1.110054  -0.491171  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_17t  10.1_17  10.1  t  17  -1.066834  -0.566031  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_17b  10.1_17  10.1  b  17  -1.066834  -0.566031  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_18t  10.1_18  10.1  t  18  -1.023614  -0.640890  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_18b  10.1_18  10.1  b  18  -1.023614  -0.640890  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_19t  10.1_19  10.1  t  19  -0.980394  -0.715750  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_19b  10.1_19  10.1  b  19  -0.980394  -0.715750  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_20t  10.1_20  10.1  t  20  -0.937174  -0.790609  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_20b  10.1_20  10.1  b  20  -0.937174  -0.790609  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_21t  10.1_21  10.1  t  21  -0.893954  -0.865469  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_21b  10.1_21  10.1  b  21  -0.893954  -0.865469  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_22t  10.1_22  10.1  t  22  -1.153274  -0.266593  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_22b  10.1_22  10.1  b  22  -1.153274  -0.266593  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_23t  10.1_23  10.1  t  23  -1.110054  -0.341452  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_23b  10.1_23  10.1  b  23  -1.110054  -0.341452  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_24t  10.1_24  10.1  t  24  -1.066834  -0.416312  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_24b  10.1_24  10.1  b  24  -1.066834  -0.416312  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_25t  10.1_25  10.1  t  25  -1.023614  -0.491171  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_25b  10.1_25  10.1  b  25  -1.023614  -0.491171  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_26t  10.1_26  10.1  t  26  -0.980394  -0.566031  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_26b  10.1_26  10.1  b  26  -0.980394  -0.566031  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_27t  10.1_27  10.1  t  27  -0.937174  -0.640890  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_27b  10.1_27  10.1  b  27  -0.937174  -0.640890  210.000000  1.000000  3.500000  3.500000  0.000000
10.1_28t  10.1_28  10.1  t  28  -0.893954  -0.715750  75.000257  1.000000  3.500000  3.500000  0.000000
10.1_28b  10.1_28  10.1  b  28  -0.893954  -0.715750  165.000009  1.000000  3.500000  3.500000  0.000000
10.1_29t  10.1_29  10.1  t  29  -0.850734  -0.790609  119.999790  1.000000  3.500000  3.500000  0.000000
10.1_29b  10.1_29  10.1  b  29  -0.850734  -0.790609  210.000000  1.000000  3.500000  3.500000  0.000000
